UNITTYPE,DIAM,OWN,BOTNAME,LONGITUDE,LATITUDE
DECID,6,MISS,SKYLINE LOCUST,-79.680903737443,43.5360909984744
MULTI,14,MISS,HAWTHORN SPP,-79.674825466736,43.5360934080078
DECID,6,MISS,NORWAY SCHWENDLER MAPLE,-79.6639483203231,43.5360956219272
MULTI,8,MISS,CHOKE CHERRY,-79.6739451177576,43.5360966641338
CONFIR,17,MISS,COLORADO BLUE SPRUCE,-79.6300893655869,43.5360966641338
DECID,25,MISS,ENGLISH OAK,-79.6385851990328,43.5360970254954
DECID,40,MISS,NORWAY MAPLE,-79.6250362320978,43.5360974769732
MULTI,7,MISS,CHOKE CHERRY,-79.6739479858637,43.5360978823557
CONFIR,21,MISS,COLORADO BLUE SPRUCE,-79.6340087151715,43.5360979014617
DECID,23,MISS,ORNAMENTAL PEAR,-79.6625057970017,43.5361023442494
DECID,19,MISS,NORWAY MAPLE,-79.6450283487618,43.5361031763853
DECID,16,MISS,MANITOBA MAPLE,-79.6403660924372,43.5361031763853
DECID,17,MISS,COLUMNAR NORWAY MAPLE,-79.634506067079,43.5361041983295
DECID,20,MISS,UNKNOWN,-79.6810728121169,43.5361054832903
CONFIR,34,MISS,WHITE PINE,-79.6284658494534,43.5361061718604
DECID,17,MISS,NORWAY MAPLE,-79.6450103824561,43.5361064325108
DECID,21,MISS,SILVER MAPLE,-79.6798691573813,43.5361066266011
DECID,20,PEEL,SILVER MAPLE,-79.6646154997536,43.5361089100844
DECID,23,MISS,FLOWERING CRAB APPLE,-79.6286259372208,43.536109082919
DECID,5,MISS,HAWTHORN SPP,-79.6739900335218,43.5361096886361
DECID,19,MISS,FLOWERING CRAB APPLE,-79.63076310205,43.5361096886361
DECID,7,MISS,EASTERN WHITE CEDAR,-79.6208702060967,43.5361105012083
DECID,4,MISS,HAWTHORN SPP,-79.6739564731449,43.5361115770224
DECID,29,MISS,NORWAY MAPLE,-79.6306123647453,43.5361116423112
DECID,31,MISS,SUGAR MAPLE,-79.6365589177943,43.5361124939053
DECID,11,MISS,EASTERN WHITE CEDAR,-79.6208977594336,43.5361125443991
DECID,5,MISS,HAWTHORN SPP,-79.6739541009104,43.5361129447612
DECID,8,MISS,BUCKHORN,-79.6739451177576,43.5361129447612
DECID,9,MISS,APPLE CRAB,-79.6811477566677,43.5361138213598
DECID,18,MISS,NORWAY MAPLE,-79.6305629574047,43.5361160706412
DECID,99,MISS,COMMON WILLOW,-79.6666737046903,43.5361161357637
DECID,26,MISS,LINDEN,-79.6773437282687,43.5361166927816
DECID,6,MISS,ACCOLADE ELM,-79.6683024487428,43.5361170740176
CONFIR,17,MISS,COLORADO BLUE SPRUCE,-79.6482852998243,43.536117862714
CONFIR,22,MISS,COLORADO BLUE SPRUCE,-79.6594894985606,43.536118427157
DECID,33,MISS,MANITOBA MAPLE,-79.6355518045727,43.5361191160439
DECID,5,MISS,AUTUMN BLAZE MAPLE,-79.6439523467145,43.5361193918885
MULTI,17,MISS,BUCKHORN,-79.6739181682991,43.536119457011
CONFIR,10,MISS,WHITE SPRUCE,-79.6339841911642,43.5361219967882
CONFIR,68,MISS,NORWAY SPRUCE,-79.6299456351414,43.5361227131356
DECID,40,MISS,NORWAY MAPLE,-79.6285768416756,43.5361237108745
DECID,6,MISS,SUGAR MAPLE,-79.6256443073375,43.5361242381091
DECID,46,MISS,NORWAY MAPLE,-79.6284890457368,43.5361257189546
MULTI,16,MISS,HAWTHORN SPP,-79.6745919047622,43.53612596926
DECID,28,MISS,NORWAY MAPLE,-79.6450193656089,43.53612596926
DECID,64,MISS,SUGAR MAPLE,-79.6560030743346,43.5361260228576
DECID,6,MISS,RED OAK,-79.6383315487898,43.5361268694015
DECID,11,MISS,NORWAY SCHWENDLER MAPLE,-79.6800026187935,43.5361274365575
DECID,17,MISS,NORWAY SCHWENDLER MAPLE,-79.631701833065,43.5361286536533
MULTI,5,MISS,HAWTHORN SPP,-79.6746278373735,43.5361292253843
MULTI,7,MISS,HAWTHORN SPP,-79.6739630840633,43.5361292253843
DECID,17,MISS,NORWAY SCHWENDLER MAPLE,-79.6813151141221,43.5361297084046
DECID,69,MISS,RED OAK,-79.6240381737954,43.5361303985353
MULTI,11,MISS,WHITE MULBERRY,-79.6208790284604,43.5361306868002
DECID,22,MISS,ORNAMENTAL PEAR,-79.6626210135798,43.5361307946114
DECID,42,MISS,GREEN ASH,-79.659271141479,43.5361310833525
MULTI,6,MISS,FLOWERING CRAB APPLE,-79.6385408589932,43.5361314333694
DECID,4,MISS,HAWTHORN SPP,-79.6746547868321,43.5361324815084
MULTI,4,MISS,HAWTHORN SPP,-79.6746278373735,43.5361324815084
DECID,5,MISS,HAWTHORN SPP,-79.6746098710678,43.5361324815084
MULTI,5,MISS,HAWTHORN SPP,-79.6745829216093,43.5361324815084
MULTI,11,MISS,HAWTHORN SPP,-79.6745469889979,43.5361324815084
MULTI,12,MISS,HAWTHORN SPP,-79.6739451177576,43.5361324815084
DECID,16,MISS,FLOWERING CRAB APPLE,-79.6739271514519,43.5361324815084
DECID,26,MISS,HORSE CHESTNUT,-79.6250860491184,43.5361328320091
MULTI,10,MISS,HAWTHORN SPP,-79.6739462285167,43.5361328879824
DECID,30,MISS,SILVER MAPLE,-79.6813856964685,43.5361337640629
CONFIR,12,PEEL,SCOTCH PINE,-79.6646471224115,43.5361341308378
CONFIR,35,MISS,SCOTCH PINE,-79.6468993534994,43.5361348714799
DECID,5,MISS,LINDEN,-79.6576172760155,43.5361354451571
DECID,4,MISS,HAWTHORN SPP,-79.6746637699849,43.5361357376323
DECID,5,MISS,HAWTHORN SPP,-79.6746188542207,43.5361357376323
MULTI,5,MISS,HAWTHORN SPP,-79.6745649553036,43.5361357376323
MULTI,4,MISS,SHRUB / HEDGE,-79.6745290226923,43.5361357376323
MULTI,6,MISS,HAWTHORN SPP,-79.6745200395394,43.5361357376323
MULTI,12,MISS,CHOKE CHERRY,-79.6739720672161,43.5361357376323
DECID,25,MISS,NORWAY SCHWENDLER MAPLE,-79.6312927464686,43.5361358218252
DECID,36,MISS,SUGAR MAPLE,-79.6537531417071,43.5361362851812
MULTI,9,MISS,CHOKE CHERRY,-79.6739746086841,43.5361368188328
DECID,19,MISS,RED MAPLE,-79.6363525408424,43.5361370445692
CONFIR,45,MISS,WHITE PINE,-79.6285041131351,43.5361380552726
DECID,42,MISS,LINDEN,-79.6574829184176,43.5361386395226
DECID,5,MISS,HAWTHORN SPP,-79.6746637699849,43.5361422498795
DECID,5,MISS,HAWTHORN SPP,-79.6746458036792,43.5361422498795
DECID,8,MISS,BUCKHORN,-79.6745649553036,43.5361422498795
MULTI,6,MISS,HAWTHORN SPP,-79.6745020732337,43.5361422498795
DECID,24,MISS,FLOWERING CRAB APPLE,-79.6308259841199,43.5361422498795
DECID,42,MISS,ENGLISH OAK,-79.678458667627,43.5361427334052
DECID,41,MISS,SUGAR MAPLE,-79.6556883234219,43.5361433015013
DECID,5,MISS,HAWTHORN SPP,-79.6740037760878,43.5361443604541
MULTI,5,MISS,HAWTHORN SPP,-79.6746907194434,43.5361455060029
DECID,5,MISS,HAWTHORN SPP,-79.6745919047622,43.5361455060029
DECID,5,MISS,HAWTHORN SPP,-79.6745739384565,43.5361455060029
DECID,8,MISS,HAWTHORN SPP,-79.6745200395394,43.5361455060029
CONFIR,10,MISS,WHITE SPRUCE,-79.6339587688417,43.5361456362478
DECID,18,MISS,EUROPEAN MOUNTAIN ASH,-79.681494226547,43.5361457307853
MULTI,9,MISS,HAWTHORN SPP,-79.6747176689019,43.5361487621261
DECID,4,MISS,HAWTHORN SPP,-79.6746637699849,43.5361487621261
MULTI,7,MISS,HAWTHORN SPP,-79.6745380058451,43.5361487621261
MULTI,5,MISS,HAWTHORN SPP,-79.6744930900809,43.5361487621261
DECID,5,MISS,BUCKHORN,-79.6739091851462,43.5361487621261
DECID,27,MISS,NORWAY MAPLE,-79.6449924161504,43.5361487621261
DECID,36,MISS,SUGAR MAPLE,-79.6537561660613,43.5361505472951
CONFIR,22,MISS,COLORADO GREEN SPRUCE,-79.6483130125006,43.5361515956507
MULTI,17,MISS,HAWTHORN SPP,-79.6747086857491,43.5361520182491
MULTI,4,MISS,BUCKHORN,-79.674600887915,43.5361520182491
MULTI,6,MISS,HAWTHORN SPP,-79.6745200395394,43.5361520182491
DECID,6,MISS,BUCKHORN,-79.6744751237752,43.5361520182491
DECID,19,MISS,NORWAY MAPLE,-79.6449924161504,43.5361520182491
DECID,21,MISS,MANITOBA MAPLE,-79.6402942272145,43.5361520182491
DECID,14,MISS,NORWAY MAPLE,-79.6636728704663,43.5361548008127
DECID,29,MISS,SILVER MAPLE,-79.6802668765977,43.5361550688547
DECID,5,MISS,HAWTHORN SPP,-79.6745559721508,43.536155274372
MULTI,7,MISS,HAWTHORN SPP,-79.6744930900809,43.536155274372
DECID,9,MISS,HAWTHORN SPP,-79.6739720672161,43.536155274372
DECID,6,MISS,BUCKHORN,-79.6739361346047,43.536155274372
DECID,8,MISS,HAWTHORN SPP,-79.6739271514519,43.536155274372
DECID,22,MISS,WHITE MULBERRY,-79.6449834329976,43.536155274372
DECID,22,MISS,NORWAY MAPLE,-79.6449834329976,43.536155274372
DECID,18,MISS,MULBERRY,-79.6303768264778,43.536155274372
DECID,5,MISS,NORWAY MAPLE,-79.6638963571599,43.5361564226597
DECID,25,MISS,NORWAY SCHWENDLER MAPLE,-79.6608354666019,43.5361572531512
MULTI,17,MISS,HAWTHORN SPP,-79.6747266520548,43.5361585304947
DECID,23,MISS,NORWAY SCHWENDLER MAPLE,-79.6318182330817,43.5361588600002
DECID,56,MISS,NORWAY MAPLE,-79.6208980371217,43.5361600894274
CONFIR,14,PEEL,SCOTCH PINE,-79.6646849139517,43.5361602340111
DECID,11,MISS,IVORY SILK JAPANESE LILAC,-79.6577247668637,43.53616056825
MULTI,4,MISS,BUCKHORN,-79.6746817362906,43.5361617866171
MULTI,4,MISS,HAWTHORN SPP,-79.6746188542207,43.5361617866171
CONFIR,36,MISS,NORWAY SPRUCE,-79.6302061465738,43.5361617866171
CONFIR,11,MISS,COLORADO BLUE SPRUCE,-79.6312905148088,43.5361633476749
DECID,48,MISS,SUGAR MAPLE,-79.6556486236339,43.5361642644252
MULTI,4,MISS,BUCKHORN,-79.6746907194434,43.5361650427395
MULTI,7,MISS,HAWTHORN SPP,-79.6744841069281,43.5361650427395
DECID,6,MISS,HAWTHORN SPP,-79.6744841069281,43.5361650427395
MULTI,5,MISS,HAWTHORN SPP,-79.6744661406224,43.5361650427395
MULTI,15,MISS,HAWTHORN SPP,-79.6747086857491,43.5361682988616
DECID,5,MISS,HAWTHORN SPP,-79.6746547868321,43.5361682988616
DECID,4,MISS,HAWTHORN SPP,-79.6746368205264,43.5361682988616
MULTI,13,MISS,HAWTHORN SPP,-79.6745739384565,43.5361682988616
DECID,4,MISS,BUCKHORN,-79.6744751237752,43.5361682988616
DECID,5,MISS,HAWTHORN SPP,-79.6739181682991,43.5361682988616
DECID,5,MISS,BUCKHORN,-79.6738912188405,43.5361682988616
DECID,18,MISS,NORWAY MAPLE,-79.6449475003862,43.5361682988616
DECID,51,MISS,SUGAR MAPLE,-79.6559661138339,43.5361685379267
DECID,6,MISS,SERVICEBERRY,-79.6804539530095,43.5361691138593
MULTI,28,MISS,SUGAR MAPLE,-79.6537458426982,43.5361695144383
DECID,5,MISS,HAWTHORN SPP,-79.6745110563866,43.5361715549836
MULTI,5,MISS,HAWTHORN SPP,-79.6744661406224,43.5361715549836
DECID,38,MISS,NORWAY MAPLE,-79.6306553042159,43.5361715549836
DECID,19,MISS,FLOWERING CRAB APPLE,-79.6612266798603,43.5361746212473
DECID,4,MISS,BUCKHORN,-79.6746637699849,43.5361748111054
DECID,5,MISS,HAWTHORN SPP,-79.6746278373735,43.5361748111054
DECID,5,MISS,HAWTHORN SPP,-79.6745290226923,43.5361748111054
DECID,6,MISS,BUCKHORN,-79.6739091851462,43.5361748111054
DECID,5,MISS,AUTUMN BLAZE MAPLE,-79.6439417465941,43.5361766996559
CONFIR,26,MISS,SERBIAN SPRUCE,-79.635439857347,43.5361767567092
MULTI,8,MISS,AUSTRIAN PINE,-79.6255874048159,43.5361773985362
CONFIR,10,MISS,WHITE SPRUCE,-79.6339258006708,43.5361775462476
DECID,6,MISS,HAWTHORN SPP,-79.6745559721508,43.536178067227
MULTI,13,MISS,HAWTHORN SPP,-79.6739990166746,43.536178067227
MULTI,14,MISS,HAWTHORN SPP,-79.6739720672161,43.536178067227
DECID,5,MISS,BUCKHORN,-79.6739091851462,43.536178067227
DECID,16,MISS,NORWAY MAPLE,-79.6449475003862,43.536178067227
MULTI,11,MISS,HAWTHORN SPP,-79.673970715729,43.536178912939
MULTI,11,MISS,HAWTHORN SPP,-79.6739971950696,43.5361792200883
MULTI,6,MISS,HAWTHORN SPP,-79.6744661406224,43.5361813233484
MULTI,5,MISS,HAWTHORN SPP,-79.6744571574695,43.5361813233484
DECID,5,MISS,BUCKHORN,-79.6738822356877,43.5361813233484
DECID,13,MISS,NORWAY MAPLE,-79.644956483539,43.5361813233484
CONFIR,32,MISS,NORWAY SPRUCE,-79.6250849363081,43.5361818009644
CONFIR,44,MISS,SCOTCH PINE,-79.6468112875211,43.5361821811193
DECID,19,PEEL,SILVER MAPLE,-79.664715488612,43.5361824711461
DECID,6,MISS,SKYLINE LOCUST,-79.6783017672225,43.5361828862867
DECID,6,MISS,HAWTHORN SPP,-79.6746188542207,43.5361845794697
MULTI,5,MISS,HAWTHORN SPP,-79.6744841069281,43.5361845794697
MULTI,4,MISS,HAWTHORN SPP,-79.6744841069281,43.5361845794697
DECID,18,MISS,WHITE MULBERRY,-79.644956483539,43.5361845794697
DECID,21,MISS,NORWAY MAPLE,-79.6449385172334,43.5361845794697
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6807023351563,43.5361850353266
DECID,4,MISS,BUCKHORN,-79.6746637699849,43.5361878355908
MULTI,17,MISS,HAWTHORN SPP,-79.6744751237752,43.5361878355908
MULTI,5,MISS,HAWTHORN SPP,-79.6744661406224,43.5361878355908
DECID,5,MISS,HAWTHORN SPP,-79.6739451177576,43.5361878355908
DECID,5,MISS,HAWTHORN SPP,-79.6738732525349,43.5361878355908
DECID,24,MISS,WHITE MULBERRY,-79.644956483539,43.5361878355908
DECID,38,MISS,LINDEN,-79.6307990346613,43.5361878355908
CONFIR,33,MISS,NORWAY SPRUCE,-79.6545052349069,43.5361879993978
MULTI,15,MISS,HAWTHORN SPP,-79.6739802560404,43.5361897385015
DECID,28,MISS,SUGAR MAPLE,-79.6364831401295,43.5361908262306
CONFIR,38,MISS,AUSTRIAN PINE,-79.6307051607142,43.5361908963444
MULTI,6,MISS,HAWTHORN SPP,-79.6744661406224,43.5361910917117
DECID,6,MISS,HAWTHORN SPP,-79.6744571574695,43.5361910917117
MULTI,18,MISS,HAWTHORN SPP,-79.673981050369,43.5361910917117
DECID,6,MISS,BUCKHORN,-79.6738912188405,43.5361910917117
DECID,14,MISS,NORWAY MAPLE,-79.680757553183,43.5361917966725
DECID,24,MISS,NORWAY SCHWENDLER MAPLE,-79.6319476675117,43.536192823861
MULTI,16,MISS,HAWTHORN SPP,-79.674771567819,43.5361943478324
MULTI,7,MISS,HAWTHORN SPP,-79.6744661406224,43.5361943478324
DECID,5,MISS,BUCKHORN,-79.6738463030763,43.5361943478324
DECID,5,MISS,HAWTHORN SPP,-79.6738283367707,43.5361943478324
CONFIR,76,MISS,NORWAY SPRUCE,-79.6300579245519,43.5361946734445
CONFIR,25,MISS,COLORADO BLUE SPRUCE,-79.6304583036741,43.5361949990566
MULTI,16,MISS,COLUMNAR NORWAY MAPLE,-79.6343912515025,43.5361956591512
CONFIR,10,MISS,COLORADO BLUE SPRUCE,-79.648389492595,43.5361962599232
DECID,5,MISS,HAWTHORN SPP,-79.6744841069281,43.536197603953
MULTI,5,MISS,HAWTHORN SPP,-79.6744571574695,43.536197603953
DECID,7,MISS,HAWTHORN SPP,-79.6738822356877,43.536197603953
DECID,29,MISS,NORWAY MAPLE,-79.6449385172334,43.536197603953
DECID,28,MISS,NORWAY MAPLE,-79.6449295340805,43.536197603953
MULTI,9,MISS,HAWTHORN SPP,-79.6746997025963,43.5362008600734
DECID,4,MISS,BUCKHORN,-79.6744571574695,43.5362008600734
DECID,0,MISS,STUMP,-79.6739990166746,43.5362008600734
DECID,18,MISS,NORWAY MAPLE,-79.6449205509277,43.5362008600734
DECID,37,MISS,LINDEN,-79.6573537963128,43.5362015024488
CONFIR,13,MISS,NORWAY SPRUCE,-79.6250395569523,43.5362016944769
CONFIR,35,MISS,NORWAY SPRUCE,-79.6544819020332,43.536202041305
DECID,5,MISS,FLOWERING CRAB APPLE,-79.6740006534945,43.5362021306589
DECID,24,MISS,NORWAY MAPLE,-79.6481142268272,43.5362021891635
DECID,6,MISS,SKYLINE LOCUST,-79.668425243824,43.5362062045085
DECID,73,MISS,WHITE OAK,-79.6463266957808,43.5362063374472
DECID,9,MISS,NORWAY MAPLE,-79.6213363501159,43.5362065252196
MULTI,6,MISS,TURKISH HAZEL,-79.6746997025963,43.5362073723136
MULTI,5,MISS,HAWTHORN SPP,-79.6744661406224,43.5362073723136
MULTI,5,MISS,HAWTHORN SPP,-79.6744571574695,43.5362073723136
DECID,6,MISS,BUCKHORN,-79.673864269382,43.5362073723136
DECID,9,MISS,BUCKHORN,-79.6738193536178,43.5362073723136
DECID,28,MISS,GREEN ASH,-79.6593414654317,43.5362081729528
DECID,19,MISS,COLUMNAR NORWAY MAPLE,-79.6809161039176,43.536208573122
CONFIR,12,PEEL,SCOTCH PINE,-79.6647449720986,43.5362092876257
DECID,15,MISS,DEADOO,-79.6739797864955,43.536211162851
DECID,11,MISS,RED OAK,-79.6213568985961,43.5362118153379
DECID,5,MISS,NORWAY MAPLE,-79.6639404255271,43.5362121329355
CONFIR,25,MISS,SERBIAN SPRUCE,-79.6353931341018,43.5362124855271
DECID,4,MISS,RED OAK,-79.6384344507626,43.5362125536238
MULTI,13,MISS,HAWTHORN SPP,-79.6747266520548,43.5362138845532
DECID,4,MISS,HAWTHORN SPP,-79.6747266520548,43.5362138845532
MULTI,13,MISS,HAWTHORN SPP,-79.6747176689019,43.5362138845532
MULTI,11,MISS,HAWTHORN SPP,-79.6746547868321,43.5362138845532
DECID,8,MISS,HAWTHORN SPP,-79.6746188542207,43.5362138845532
DECID,4,MISS,HAWTHORN SPP,-79.6738463030763,43.5362138845532
DECID,8,MISS,PIN CHERRY,-79.6737924041593,43.5362138845532
DECID,6,MISS,NORWAY SCHWENDLER MAPLE,-79.6639434731775,43.536214239501
CONFIR,10,MISS,COLORADO BLUE SPRUCE,-79.648417541186,43.5362149599404
CONFIR,25,MISS,COLORADO BLUE SPRUCE,-79.6304917210026,43.5362167499383
DECID,6,MISS,HAWTHORN SPP,-79.6745290226923,43.5362171406727
DECID,4,MISS,HAWTHORN SPP,-79.6744841069281,43.5362171406727
DECID,4,MISS,HAWTHORN SPP,-79.6744661406224,43.5362171406727
MULTI,6,MISS,HAWTHORN SPP,-79.6744571574695,43.5362171406727
DECID,10,MISS,BUCKHORN,-79.6738193536178,43.5362171406727
DECID,6,MISS,SMOKE TREE,-79.6302475589084,43.5362181826309
DECID,24,MISS,ENGLISH OAK,-79.6382251446308,43.53621879444
DECID,7,MISS,BUCKHORN,-79.6745380058451,43.536220396792
DECID,20,MISS,ORNAMENTAL PEAR,-79.6443905449101,43.536220396792
MULTI,5,MISS,EASTERN WHITE CEDAR,-79.6484237229237,43.53622079566
DECID,6,MISS,KENTUCKY COFFEE TREE,-79.6811842813062,43.5362221550964
DECID,20,MISS,NORWAY MAPLE,-79.666541641811,43.5362228760102
DECID,54,MISS,AMERICAN BEECH,-79.6539738649529,43.5362231628321
DECID,9,MISS,IRONWOOD,-79.6744841069281,43.5362236529112
DECID,7,MISS,CHOKE CHERRY,-79.6744841069281,43.5362236529112
DECID,6,MISS,HAWTHORN SPP,-79.6744841069281,43.5362236529112
MULTI,5,MISS,HAWTHORN SPP,-79.6744751237752,43.5362236529112
DECID,5,MISS,HAWTHORN SPP,-79.6738912188405,43.5362236529112
DECID,4,MISS,HAWTHORN SPP,-79.6737924041593,43.5362236529112
CONFIR,24,MISS,COLORADO BLUE SPRUCE,-79.6305205569233,43.5362236529112
CONFIR,11,PEEL,SCOTCH PINE,-79.6647861074064,43.5362240846382
DECID,63,MISS,WHITE OAK,-79.6463041345343,43.5362245287103
DECID,16,MISS,TULIP TREE,-79.6303498770193,43.5362269090301
DECID,4,MISS,ORNAMENTAL PEAR,-79.674012818217,43.5362287438632
CONFIR,19,MISS,WHITE SPRUCE,-79.6614092467172,43.5362300635348
MULTI,11,MISS,HAWTHORN SPP,-79.6746817362906,43.5362301651489
DECID,12,MISS,ORNAMENTAL PEAR,-79.6740169829803,43.5362301651489
DECID,5,MISS,HAWTHORN SPP,-79.6738283367707,43.5362301651489
DECID,5,MISS,AUTUMN BLAZE MAPLE,-79.6439141683149,43.5362330305334
DECID,10,MISS,BUCKHORN,-79.6737744378536,43.5362334212676
DECID,25,MISS,WHITE MULBERRY,-79.6448936014692,43.5362334212676
CONFIR,25,MISS,COLORADO BLUE SPRUCE,-79.6305564895346,43.5362334212676
MULTI,35,MISS,CHINESE ELM,-79.623867955986,43.5362354984191
DECID,18,MISS,FLOWERING CRAB APPLE,-79.6613092434308,43.5362356455752
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6813261252896,43.5362364820189
DECID,85,MISS,WEEPING WILLOW,-79.63400281435,43.5362365789852
DECID,7,MISS,HAWTHORN SPP,-79.6744841069281,43.536236677386
DECID,0,MISS,STUMP,-79.6740079998275,43.536236677386
DECID,5,MISS,BUCKHORN,-79.6738013873121,43.536236677386
MULTI,8,MISS,ORNAMENTAL PEAR,-79.6740116409152,43.5362372841174
DECID,10,MISS,HAWTHORN SPP,-79.6738013873121,43.5362399335043
MULTI,5,MISS,EASTERN WHITE CEDAR,-79.6484612206371,43.5362431189889
DECID,21,MISS,FLOWERING CRAB APPLE,-79.6310056471767,43.5362431896224
DECID,35,MISS,RED OAK,-79.6607386114903,43.5362442687577
DECID,20,MISS,NORWAY MAPLE,-79.6665095755444,43.5362458226186
DECID,4,MISS,BUCKHORN,-79.6747536015133,43.5362464457403
DECID,4,MISS,BUCKHORN,-79.6744930900809,43.5362464457403
DECID,0,MISS,STUMP,-79.6740169829803,43.5362464457403
DECID,5,MISS,BUCKHORN,-79.6737654547008,43.5362464457403
DECID,4,MISS,FLOWERING CRAB APPLE,-79.6740183511118,43.5362473565199
DECID,27,MISS,NORWAY SCHWENDLER MAPLE,-79.6321096789086,43.5362475266803
DECID,28,MISS,SUGAR MAPLE,-79.6242219942332,43.5362489440251
DECID,4,MISS,HAWTHORN SPP,-79.6747805509718,43.5362497018581
DECID,13,MISS,FLOWERING CRAB APPLE,-79.6740079998275,43.5362497018581
DECID,4,MISS,FLOWERING CRAB APPLE,-79.6740113430172,43.5362508768772
DECID,29,MISS,SUGAR MAPLE,-79.6365012963316,43.5362529010187
DECID,13,MISS,HAWTHORN SPP,-79.6747356352076,43.5362529579757
DECID,11,MISS,HAWTHORN SPP,-79.6747086857491,43.5362529579757
DECID,20,PEEL,SILVER MAPLE,-79.6648140405706,43.5362538543496
DECID,43,MISS,LINDEN,-79.6576146336941,43.5362545385419
DECID,14,MISS,SUGAR MAPLE,-79.6578569579112,43.5362550427883
DECID,4,MISS,BUCKHORN,-79.6746547868321,43.5362562140931
DECID,7,MISS,HAWTHORN SPP,-79.6737385052422,43.5362562140931
DECID,6,MISS,SKYLINE LOCUST,-79.6685070527619,43.5362568601228
DECID,51,MISS,RED OAK,-79.624294810353,43.5362580140844
DECID,6,MISS,HAWTHORN SPP,-79.6745380058451,43.5362594702103
DECID,37,MISS,ORNAMENTAL PEAR,-79.6739900335218,43.5362594702103
DECID,19,MISS,NORWAY MAPLE,-79.6637504928999,43.5362603359832
DECID,6,MISS,GINKGO,-79.6595183539577,43.5362604470454
CONFIR,30,MISS,SERBIAN SPRUCE,-79.6353541631349,43.5362611827448
DECID,0,MISS,STUMP,-79.6739630840633,43.5362627263273
DECID,28,MISS,ORNAMENTAL PEAR,-79.6445252922027,43.5362627263273
DECID,25,MISS,NORWAY MAPLE,-79.6609153072822,43.5362629963094
DECID,4,MISS,HAWTHORN SPP,-79.674026745707,43.5362652820404
DECID,15,MISS,LINDEN,-79.6611417418915,43.5362656485284
DECID,6,MISS,PROFUSION CRAB APPLE,-79.6771196741402,43.5362658521995
DECID,0,MISS,STUMP,-79.6745829216093,43.5362659824442
DECID,4,MISS,HAWTHORN SPP,-79.6740259661332,43.5362659824442
DECID,10,MISS,BUCKHORN,-79.6737564715479,43.5362659824442
MULTI,4,MISS,EASTERN WHITE CEDAR,-79.6610883902949,43.5362660141163
DECID,5,MISS,EASTERN WHITE CEDAR,-79.6281785393418,43.5362665991273
DECID,8,MISS,MULBERRY,-79.6353324934205,43.5362671368924
DECID,5,MISS,SUGAR MAPLE,-79.6425208813092,43.5362678709919
DECID,4,MISS,BUCKHORN,-79.6747356352076,43.5362692385609
DECID,51,MISS,GREEN ASH,-79.6815092155786,43.5362700704451
DECID,20,MISS,NORWAY MAPLE,-79.6664715382265,43.536270140222
MULTI,55,MISS,WHITE OAK,-79.6462288145881,43.5362718987936
DECID,32,MISS,NORWAY MAPLE,-79.6572736407421,43.5362719635984
DECID,42,MISS,SUGAR MAPLE,-79.6249649322978,43.5362721994384
CONFIR,14,PEEL,SCOTCH PINE,-79.6648529890004,43.5362724075235
DECID,4,MISS,HAWTHORN SPP,-79.6740079998275,43.5362724946774
DECID,11,MISS,BUCKHORN,-79.6737295220894,43.5362724946774
DECID,4,MISS,HAWTHORN SPP,-79.674010841917,43.5362737415191
DECID,29,MISS,HORSE CHESTNUT,-79.6558393810241,43.5362741967648
DECID,42,MISS,PIN OAK,-79.623979055895,43.5362754634181
DECID,47,MISS,LINDEN,-79.6773169887384,43.5362754861385
DECID,7,MISS,HAWTHORN SPP,-79.6744571574695,43.5362757507937
MULTI,6,MISS,HAWTHORN SPP,-79.6737744378536,43.5362757507937
DECID,80,MISS,RED OAK,-79.6448037699408,43.5362757507937
CONFIR,76,MISS,NORWAY SPRUCE,-79.6305115737704,43.5362757507937
DECID,6,MISS,CHANTICLEER PEAR,-79.6482521328219,43.5362758159161
DECID,39,MISS,HORSE CHESTNUT,-79.6253934215257,43.5362772626992
DECID,16,MISS,NORWAY SCHWENDLER MAPLE,-79.6322260793666,43.536277732617
MULTI,4,MISS,BUCKHORN,-79.6744841069281,43.5362790069099
MULTI,5,MISS,HAWTHORN SPP,-79.6738283367707,43.5362790069099
