UNITTYPE,DIAM,OWN,BOTNAME,LONGITUDE,LATITUDE
DECID,17,MISS,HORSE CHESTNUT,-79.6496736683039,43.55560887195
DECID,7,MISS,FLOWERING CRAB APPLE,-79.6748939921852,43.5556106558636
CONFIR,28,MISS,NORWAY SPRUCE,-79.6388458881977,43.5556108327016
DECID,43,MISS,HONEY LOCUST,-79.6349337265419,43.5556110030404
DECID,21,MISS,HONEY LOCUST,-79.6445243712588,43.5556117677572
MULTI,4,MISS,COMMON LILAC,-79.6592883655246,43.5556138139281
DECID,30,MISS,HONEY LOCUST,-79.6300746073809,43.5556150017448
DECID,6,MISS,AUTUMN BLAZE MAPLE,-79.6341840877255,43.5556160949861
DECID,27,MISS,NORWAY MAPLE,-79.6773988128281,43.5556177843442
MULTI,16,MISS,WHITE SPRUCE,-79.6753114065399,43.5556190954008
CONFIR,6,MISS,COLORADO BLUE SPRUCE,-79.6289327846586,43.5556236144724
DECID,30,MISS,HONEY LOCUST,-79.6303324132116,43.5556241237886
DECID,36,MISS,SUGAR MAPLE,-79.6754165206954,43.5556246354129
CONFIR,25,MISS,AUSTRIAN PINE,-79.6749346460753,43.5556255336554
DECID,44,MISS,SUGAR MAPLE,-79.6752976354738,43.555626049045
DECID,31,MISS,NORWAY SCHWENDLER MAPLE,-79.6387909336496,43.5556376407639
MULTI,19,MISS,WHITE BIRCH,-79.624680220223,43.555637656484
DECID,21,MISS,ENGLISH OAK,-79.637203467338,43.5556385352579
DECID,17,MISS,SCHUBERT CHOKE CHERRY,-79.6401766238944,43.5556409871224
DECID,32,MISS,ENGLISH OAK,-79.6369772079411,43.5556414201365
DECID,27,MISS,NORWAY SCHWENDLER MAPLE,-79.6385847032244,43.5556417577766
DECID,23,MISS,NORWAY SCHWENDLER MAPLE,-79.6534635143801,43.5556418721187
DECID,39,MISS,SUGAR MAPLE,-79.6757689702036,43.5556428552675
DECID,5,MISS,SERVICEBERRY,-79.6748847863356,43.5556465654975
DECID,8,MISS,EUROPEAN MOUNTAIN ASH,-79.6593064426662,43.5556472510161
DECID,27,MISS,NORWAY MAPLE,-79.6404370939179,43.5556473267975
DECID,34,MISS,HONEY LOCUST,-79.6536908887696,43.5556500427481
MULTI,30,MISS,WHITE BIRCH,-79.6564307007809,43.5556512140794
MULTI,4,MISS,SHRUB / HEDGE,-79.6375361697481,43.5556534861738
DECID,30,MISS,LINDEN,-79.6761018875234,43.5556540947606
DECID,25,MISS,NORWAY SCHWENDLER MAPLE,-79.6374877014226,43.5556616424308
DECID,44,MISS,LINDEN,-79.6571807205438,43.5556623680896
DECID,19,MISS,HONEY LOCUST,-79.6444630447925,43.5556633542581
DECID,16,MISS,HONEY LOCUST,-79.6323421262569,43.5556640336052
CONFIR,6,MISS,COLORADO BLUE SPRUCE,-79.6290392350197,43.5556648887626
DECID,15,MISS,NORWAY MAPLE,-79.6495445111782,43.5556655125537
CONFIR,35,MISS,COLORADO BLUE SPRUCE,-79.6250709104537,43.5556667574327
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6782605324537,43.5556675493227
DECID,61,MISS,WHITE OAK,-79.6782625992451,43.5556692839967
DECID,50,MISS,CHINESE ELM,-79.6748813772386,43.5556721876271
DECID,10,MISS,RED OAK,-79.6356369102455,43.5556729723563
CONFIR,37,MISS,COLORADO BLUE SPRUCE,-79.6617077641741,43.5556765599847
DECID,29,MISS,LINDEN,-79.6479202777074,43.5556772866287
DECID,6,MISS,SUNBURST HONEY LOCUST,-79.6774949902658,43.5556786251526
DECID,20,MISS,NORWAY SCHWENDLER MAPLE,-79.6343138719362,43.5556803139993
DECID,20,MISS,RED OAK,-79.6352713813701,43.5556807644931
DECID,18,MISS,NORWAY MAPLE,-79.635554505471,43.5556817131868
DECID,51,MISS,SILVER MAPLE,-79.6481252843719,43.5556835830286
CONFIR,17,MISS,COLORADO SPRUCE,-79.6292629155255,43.5556855909985
DECID,21,MISS,HONEY LOCUST,-79.6537070540779,43.5556857992626
DECID,17,MISS,NORWAY MAPLE,-79.6354555963289,43.5556866553122
DECID,39,MISS,FLOWERING CRAB APPLE,-79.6515062284369,43.5556875906261
DECID,26,MISS,NORWAY MAPLE,-79.6404859359284,43.5556886061349
CONFIR,46,MISS,COLORADO BLUE SPRUCE,-79.6617192497839,43.5556890300465
CONFIR,26,MISS,WHITE SPRUCE,-79.6592977067295,43.5556894677523
DECID,17,MISS,HONEY LOCUST,-79.6807783482795,43.5556920418311
DECID,49,MISS,HONEY LOCUST,-79.6302252055831,43.5556947817673
DECID,27,MISS,NORWAY SCHWENDLER MAPLE,-79.6534809833754,43.5556969127593
DECID,22,MISS,CHINESE ELM,-79.674917597908,43.5556972786936
DECID,6,MISS,SERVICEBERRY,-79.6613809365754,43.5556979446557
CONFIR,40,MISS,COLORADO BLUE SPRUCE,-79.6251071938571,43.5556990682804
DECID,38,MISS,NORWAY MAPLE,-79.6294900096293,43.5557075301527
CONFIR,13,MISS,COLORADO SPRUCE,-79.62911918508,43.55570837647
DECID,24,MISS,NORWAY MAPLE,-79.64980872621,43.5557093320923
DECID,20,MISS,ASH SPP.,-79.6350882183355,43.5557105420917
DECID,28,MISS,ENGLISH OAK,-79.6370761452554,43.5557121112998
CONFIR,27,MISS,WHITE SPRUCE,-79.6292711800261,43.5557139100832
DECID,7,MISS,RED OAK,-79.6748774492699,43.5557214844903
DECID,24,MISS,HONEY LOCUST,-79.6537214565004,43.555722885625
DECID,48,MISS,LINDEN,-79.6759230032971,43.5557268468512
DECID,49,MISS,HONEY LOCUST,-79.6304908472438,43.5557296589732
DECID,21,MISS,NORWAY SCHWENDLER MAPLE,-79.6389164911283,43.5557303471576
DECID,68,MISS,ELM SPP.,-79.6747972596361,43.5557307713251
CONFIR,12,MISS,WHITE SPRUCE,-79.6290742693158,43.5557311619329
CONFIR,21,MISS,COLORADO BLUE SPRUCE,-79.6522381520579,43.5557329591979
DECID,20,MISS,ASH SPP.,-79.6350399234771,43.5557384183148
DECID,26,MISS,NORWAY MAPLE,-79.6405580743642,43.5557399769534
DECID,16,MISS,FLOWERING CRAB APPLE,-79.6326831033821,43.5557400552658
DECID,17,MISS,NORWAY SCHWENDLER MAPLE,-79.6387266980831,43.5557412331207
MULTI,52,MISS,NORWAY MAPLE,-79.6565813302435,43.5557423049225
DECID,5,MISS,STAGHORN SUMAC,-79.6748642052187,43.5557439312209
DECID,15,MISS,ASH SPP.,-79.6350271352091,43.5557442472948
DECID,31,MISS,RED ASH,-79.6351976732708,43.555748495572
DECID,12,MISS,SCHUBERT CHOKE CHERRY,-79.6403040673266,43.5557490213656
DECID,42,MISS,NORWAY MAPLE,-79.6329199091695,43.5557526119532
DECID,30,MISS,LINDEN,-79.6762130053703,43.5557529859152
DECID,15,MISS,ASH SPP.,-79.6350386336447,43.5557539473872
DECID,57,MISS,NORTHERN CATALPA,-79.6568242409566,43.5557589356604
DECID,27,MISS,LINDEN,-79.6480329488718,43.5557600161529
CONFIR,14,MISS,WHITE SPRUCE,-79.6290742693158,43.5557604575154
DECID,6,MISS,OHIO BUCKEYE,-79.6288360361025,43.5557652750098
MULTI,7,MISS,SAUCER MAGNOLIA,-79.6571043903088,43.5557656486596
DECID,18,MISS,NORWAY SCHWENDLER MAPLE,-79.6340254516836,43.5557658281451
DECID,5,MISS,ROYAL RED MAPLE,-79.6322219423673,43.5557665927265
DECID,39,MISS,NORWAY MAPLE,-79.6743356700659,43.555766706202
DECID,40,MISS,ENGLISH OAK,-79.6371670253425,43.5557667690965
DECID,15,MISS,FLOWERING CRAB APPLE,-79.63275600542,43.5557737921403
DECID,9,MISS,IVORY SILK JAPANESE LILAC,-79.6745687305821,43.5557754414779
DECID,35,MISS,RUSSIAN OLIVE,-79.635910448628,43.5557767328329
DECID,39,MISS,HONEY LOCUST,-79.6592972119135,43.555778782462
DECID,26,MISS,WHITE ASH,-79.6749100576726,43.5557814695423
DECID,6,MISS,EMERALD QUEEN NORWAY MAPLE,-79.6323908935143,43.5557850015982
DECID,48,MISS,HONEY LOCUST,-79.6303572104792,43.5557864943177
CONFIR,14,MISS,COLORADO SPRUCE,-79.6291551176914,43.5557864980212
DECID,17,MISS,HONEY LOCUST,-79.6443130159225,43.555789252942
DECID,42,MISS,SILVER MAPLE,-79.6497017009723,43.5557894648136
DECID,20,MISS,NORWAY SCHWENDLER MAPLE,-79.6341989947248,43.5557947339472
DECID,6,MISS,EMERALD QUEEN NORWAY MAPLE,-79.6499191793203,43.5557972559285
DECID,0,MISS,GREENSPIRE LINDEN,-79.6413219213857,43.5558023625907
DECID,13,MISS,FLOWERING CRAB APPLE,-79.6403807346957,43.5558026971858
DECID,47,MISS,LINDEN,-79.6760186463233,43.5558087213048
MULTI,49,MISS,NORWAY MAPLE,-79.6566956093275,43.555808927507
DECID,6,MISS,OHIO BUCKEYE,-79.6776470678452,43.5558092019956
DECID,35,MISS,RUSSIAN OLIVE,-79.635003150191,43.5558092834546
DECID,6,MISS,ACCOLADE ELM,-79.6294641381491,43.555812603617
CONFIR,38,MISS,COLORADO GREEN SPRUCE,-79.6353355268461,43.5558190486377
MULTI,8,MISS,FLOWERING CRAB APPLE,-79.6568244761872,43.5558207964776
DECID,17,MISS,HONEY LOCUST,-79.6442788057548,43.5558241432148
DECID,10,MISS,IVORY SILK JAPANESE LILAC,-79.6745182509384,43.555824738804
DECID,14,MISS,NORWAY SCHWENDLER MAPLE,-79.6388500275909,43.5558284205655
DECID,17,MISS,NORWAY MAPLE,-79.6535175485062,43.5558284429143
CONFIR,32,MISS,COLORADO GREEN SPRUCE,-79.6354523078331,43.5558288138192
DECID,36,MISS,HONEY LOCUST,-79.6306376620069,43.5558289319738
DECID,7,MISS,COMMON APPLE,-79.6593039897376,43.555830455356
DECID,23,MISS,LINDEN,-79.6481299131177,43.5558309445476
DECID,5,MISS,NORWAY MAPLE,-79.6372602573146,43.5558324398355
DECID,6,MISS,AUTUMN BLAZE MAPLE,-79.6782363727135,43.5558325850198
DECID,19,MISS,NORWAY MAPLE,-79.6374701752875,43.555835032187
DECID,30,MISS,NORWAY MAPLE,-79.6743355217162,43.5558355857451
MULTI,7,MISS,JUNIPER,-79.6567423052289,43.5558358581972
DECID,75,MISS,BASSWOOD LINDEN,-79.6748633299848,43.5558403548451
DECID,6,MISS,REDMAN LINDEN,-79.6323294045794,43.5558417689575
DECID,29,MISS,FLOWERING CRAB APPLE,-79.6296871478299,43.5558420326211
MULTI,4,MISS,EUROPEAN MOUNTAIN ASH,-79.6568019103701,43.5558445722267
MULTI,4,MISS,COMMON YEW,-79.6594925925243,43.5558451828913
DECID,14,MISS,GLOBE MAPLE,-79.6537660043595,43.555846225959
MULTI,8,MISS,JUNIPER,-79.6567655944159,43.5558463965174
DECID,6,MISS,OHIO BUCKEYE,-79.6289774309282,43.5558495159987
MULTI,7,MISS,EASTERN WHITE CEDAR,-79.6388102725389,43.5558509976227
DECID,46,MISS,LINDEN,-79.6499943974524,43.5558552301521
DECID,11,MISS,FLOWERING CRAB APPLE,-79.6328637938695,43.5558580088864
CONFIR,53,MISS,AUSTRIAN PINE,-79.6549350444469,43.5558604378438
DECID,20,MISS,NORWAY SCHWENDLER MAPLE,-79.6339176704114,43.5558620543212
CONFIR,50,MISS,NORWAY SPRUCE,-79.6513676047818,43.5558634257091
MULTI,4,MISS,SHRUB / HEDGE,-79.6594858728681,43.5558634724222
DECID,17,MISS,FLOWERING CRAB APPLE,-79.6404714398483,43.5558652738676
CONFIR,15,MISS,WHITE SPRUCE,-79.6519776733365,43.5558657593934
DECID,6,MISS,ACCOLADE ELM,-79.6295677139014,43.5558733430268
CONFIR,33,MISS,COLORADO GREEN SPRUCE,-79.6353953546441,43.5558740591395
DECID,22,MISS,NORWAY MAPLE,-79.6564493548614,43.5558759051289
CONFIR,56,MISS,AUSTRIAN PINE,-79.6550937663528,43.5558770720567
DECID,46,MISS,HONEY LOCUST,-79.6304966401363,43.5558783857083
DECID,30,MISS,ENGLISH OAK,-79.6373277830515,43.5558796158226
DECID,18,MISS,NORWAY MAPLE,-79.6230733877931,43.5558800612117
CONFIR,44,MISS,WHITE PINE,-79.622994860397,43.555881546384
CONFIR,6,MISS,COLORADO BLUE SPRUCE,-79.6777438886261,43.5558826247893
CONFIR,54,MISS,AUSTRIAN PINE,-79.6548487379753,43.5558832830917
DECID,16,MISS,NORWAY MAPLE,-79.6535457478951,43.5558853207126
DECID,6,MISS,RED MAPLE,-79.6782370446764,43.5558867973956
DECID,29,MISS,LINDEN,-79.6498406405499,43.5558879898697
DECID,0,MISS,STUMP,-79.6748793656531,43.555890659932
DECID,71,MISS,SILVER MAPLE,-79.633117831704,43.5558914806358
DECID,9,MISS,IVORY SILK JAPANESE LILAC,-79.6745661731139,43.5558921047886
DECID,25,MISS,NORWAY MAPLE,-79.6331485193886,43.5558922077457
CONFIR,54,MISS,WHITE PINE,-79.6229396448359,43.5558923164112
MULTI,31,MISS,WHITE BIRCH,-79.6570542612901,43.5558932778968
CONFIR,30,MISS,COLORADO BLUE SPRUCE,-79.6241686364845,43.5558940591443
DECID,24,MISS,NORWAY SCHWENDLER MAPLE,-79.6391529789073,43.5558946058902
MULTI,4,MISS,SHRUB / HEDGE,-79.6594867454876,43.5558967077245
DECID,12,MISS,NORWAY SCHWENDLER MAPLE,-79.6389390979545,43.5558975519735
DECID,6,MISS,NATIVE HACKBERRY,-79.6775646995319,43.5559006855064
MULTI,5,MISS,COMMON LILAC,-79.659299296507,43.5559025230228
DECID,18,MISS,ENGLISH OAK,-79.6375645663266,43.5559042280841
DECID,7,MISS,EASTERN WHITE CEDAR,-79.6387517290494,43.5559052253718
DECID,54,MISS,LINDEN,-79.6761120900083,43.5559062373176
DECID,23,MISS,NORWAY MAPLE,-79.6407989719952,43.555906535749
DECID,6,MISS,OHIO BUCKEYE,-79.629454256681,43.5559083023378
DECID,8,MISS,IVORY SILK JAPANESE LILAC,-79.6745109241299,43.5559104627933
DECID,6,MISS,OHIO BUCKEYE,-79.6290698675709,43.5559144869437
DECID,21,MISS,NORWAY MAPLE,-79.6340454872393,43.5559147249047
DECID,32,MISS,WHITE ELM,-79.634832470287,43.5559167003815
DECID,26,MISS,RED OAK,-79.6484611280395,43.5559181488424
DECID,44,MISS,SILVER MAPLE,-79.6351111276881,43.5559185232126
MULTI,40,MISS,EASTERN WHITE CEDAR,-79.6227180231878,43.5559198100508
DECID,8,MISS,NORWAY MAPLE,-79.6500997937427,43.5559201336828
CONFIR,32,MISS,COLORADO BLUE SPRUCE,-79.6241433194319,43.5559239180853
DECID,19,MISS,FLOWERING CRAB APPLE,-79.6329662777742,43.5559249643033
DECID,9,MISS,IVORY SILK JAPANESE LILAC,-79.6745557746544,43.5559259296259
DECID,6,MISS,ACCOLADE ELM,-79.6296622166693,43.5559289393889
MULTI,10,MISS,JUNIPER,-79.654734548487,43.5559295709174
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6320338701636,43.5559311877822
CONFIR,32,MISS,AUSTRIAN PINE,-79.628382566547,43.5559329756568
DECID,28,MISS,NORWAY MAPLE,-79.6234107549981,43.5559347273807
DECID,9,MISS,NORWAY SCHWENDLER MAPLE,-79.6374169997858,43.5559366846927
DECID,6,MISS,NORWAY MAPLE,-79.6405859835879,43.5559413699712
DECID,0,MISS,GREENSPIRE LINDEN,-79.641141748683,43.5559415850134
DECID,4,MISS,NORWAY MAPLE,-79.6408690304035,43.5559458161703
DECID,33,MISS,SILVER MAPLE,-79.6332011032658,43.5559484817022
DECID,53,MISS,HONEY LOCUST,-79.6308001009806,43.5559490112696
DECID,15,MISS,NORWAY SCHWENDLER MAPLE,-79.6338318661887,43.5559499891763
MULTI,5,MISS,SHRUB / HEDGE,-79.6619685859565,43.5559524369857
DECID,6,MISS,RED MAPLE,-79.6782289163393,43.5559527934102
DECID,10,MISS,IVORY SILK JAPANESE LILAC,-79.674509917672,43.5559563719646
CONFIR,15,MISS,WHITE FIR,-79.6234909734347,43.5559568529671
DECID,6,MISS,SERVICEBERRY,-79.674871190984,43.5559573885614
DECID,6,MISS,SERVICEBERRY,-79.6592980529425,43.5559586038791
DECID,16,MISS,SCHUBERT CHOKE CHERRY,-79.6482896131105,43.5559588001846
DECID,37,MISS,NORWAY MAPLE,-79.6501387849228,43.5559593116744
DECID,27,MISS,NORWAY MAPLE,-79.6748344498889,43.5559622711412
DECID,40,MISS,BALSAM POPLAR,-79.6348684028984,43.5559622711412
DECID,31,MISS,CHERRY,-79.6285712127567,43.5559622711412
DECID,6,MISS,LONDON PLANE,-79.6376731407747,43.5559648589805
DECID,12,MISS,IVORY SILK JAPANESE LILAC,-79.6745659381949,43.5559649451252
DECID,42,MISS,RED ASH,-79.6353895968164,43.5559668847612
DECID,18,MISS,NORWAY MAPLE,-79.6374530871345,43.5559725008794
DECID,35,MISS,RED ASH,-79.6356320918313,43.5559742813796
DECID,6,MISS,NORWAY SCHWENDLER MAPLE,-79.6546258285375,43.555980425043
DECID,6,MISS,GREENSPIRE LINDEN,-79.6321704290184,43.5559804534862
DECID,27,MISS,HONEY LOCUST,-79.6306368137165,43.5559811807741
DECID,27,MISS,LINDEN,-79.6762078577406,43.5559824404807
CONFIR,17,MISS,WHITE FIR,-79.6235688697472,43.5559830924113
CONFIR,9,MISS,WHITE SPRUCE,-79.6353804426103,43.555985056508
DECID,13,MISS,NORWAY MAPLE,-79.6485340807974,43.5559887929952
CONFIR,33,MISS,COLORADO BLUE SPRUCE,-79.6741241204651,43.5559908855496
DECID,14,MISS,NORWAY MAPLE,-79.6297390226261,43.5559915666113
CONFIR,41,MISS,WHITE FIR,-79.6252754676122,43.5559921939119
CONFIR,31,MISS,COLORADO BLUE SPRUCE,-79.6617816955316,43.5559945493532
DECID,19,MISS,NORWAY SCHWENDLER MAPLE,-79.6392949266813,43.5559962409446
DECID,18,MISS,NORWAY SCHWENDLER MAPLE,-79.6231222411147,43.5559964420898
DECID,42,MISS,LINDEN,-79.6499940062498,43.5560002812916
CONFIR,31,MISS,AUSTRIAN PINE,-79.6284634149226,43.5560013317648
DECID,6,MISS,OHIO BUCKEYE,-79.6295683427221,43.5560024384821
DECID,7,MISS,HONEY LOCUST,-79.6232577837917,43.5560030268727
DECID,29,MISS,NORWAY MAPLE,-79.6743291255759,43.5560030776206
DECID,18,MISS,FLOWERING CRAB APPLE,-79.6330884391517,43.5560032299465
DECID,5,MISS,CHOKE CHERRY,-79.6235818794472,43.5560044086426
DECID,27,MISS,BLACK WILLOW,-79.6782790437985,43.5560044261883
CONFIR,50,MISS,COLORADO BLUE SPRUCE,-79.6568998721502,43.5560048254182
DECID,20,MISS,NORWAY SCHWENDLER MAPLE,-79.6339412547802,43.5560073018345
DECID,6,MISS,SERVICEBERRY,-79.6748703825002,43.5560078418663
DECID,11,MISS,IVORY SILK JAPANESE LILAC,-79.6745169501684,43.556008317047
CONFIR,19,MISS,COLORADO BLUE SPRUCE,-79.6231702523222,43.5560084555554
DECID,16,MISS,SCHUBERT CHOKE CHERRY,-79.6406509444669,43.5560091328384
DECID,6,MISS,GINKGO BILBOA,-79.6319372899578,43.5560120083309
CONFIR,13,MISS,COLORADO BLUE SPRUCE,-79.6620542691926,43.5560135871676
DECID,6,MISS,BLOODGOOD LONDON PLANE,-79.6292336304472,43.5560155888862
DECID,16,MISS,FLOWERING CRAB APPLE,-79.6740008683884,43.5560163781328
DECID,33,MISS,NORWAY MAPLE,-79.650220212294,43.5560164586626
CONFIR,20,MISS,COLORADO BLUE SPRUCE,-79.6232237833644,43.5560172940153
DECID,16,MISS,NORWAY SCHWENDLER MAPLE,-79.6337273181866,43.5560181610857
DECID,10,MISS,IVORY SILK JAPANESE LILAC,-79.6745564197502,43.5560207501368
DECID,40,MISS,SILVER MAPLE,-79.635398408916,43.5560208620672
DECID,20,MISS,NORWAY SCHWENDLER MAPLE,-79.6391123609114,43.5560215300634
DECID,6,MISS,OHIO BUCKEYE,-79.6296504487391,43.556023596309
MULTI,50,MISS,SHRUB / HEDGE,-79.6256549636085,43.5560236793774
DECID,8,MISS,SCHUBERT CHOKE CHERRY,-79.6233459237477,43.5560252479663
DECID,48,MISS,LINDEN,-79.6762476493624,43.5560310731451
DECID,29,MISS,NORWAY MAPLE,-79.6748434330417,43.5560338822652
DECID,13,MISS,FLOWERING CRAB APPLE,-79.6375437752496,43.5560357099622
DECID,35,MISS,HONEY LOCUST,-79.6309371397906,43.5560371818123
MULTI,7,MISS,SHRUB / HEDGE,-79.65444828271,43.5560419041257
CONFIR,40,MISS,COLORADO GREEN SPRUCE,-79.6236257939532,43.5560441051443
MULTI,53,MISS,WHITE OAK,-79.6593022875198,43.5560468035224
CONFIR,5,MISS,MUGO PINE,-79.6567036871102,43.5560471804313
DECID,32,MISS,NORWAY MAPLE,-79.6286071453681,43.5560501575088
DECID,22,MISS,NORWAY MAPLE,-79.6484234829915,43.5560514143574
CONFIR,11,MISS,COLORADO BLUE SPRUCE,-79.6233541856976,43.5560538903883
DECID,56,MISS,SILVER MAPLE,-79.6333628851349,43.5560540529363
DECID,12,MISS,NORWAY MAPLE,-79.6377997380707,43.5560553279674
CONFIR,11,MISS,WHITE FIR,-79.6227598504088,43.5560565456807
DECID,17,MISS,HAWTHORN SPP,-79.63556908882,43.5560566676051
DECID,10,MISS,NORWAY SCHWENDLER MAPLE,-79.6320835172161,43.5560570286314
DECID,9,MISS,IVORY SILK JAPANESE LILAC,-79.6745665833056,43.5560597656357
DECID,17,MISS,NORWAY MAPLE,-79.629685123709,43.5560631777006
CONFIR,51,MISS,COLORADO BLUE SPRUCE,-79.6223614612437,43.5560664217407
DECID,17,MISS,HAWTHORN SPP,-79.6355511225143,43.5560664327481
DECID,34,MISS,HONEY LOCUST,-79.6307672236154,43.5560668410089
CONFIR,13,MISS,WHITE FIR,-79.6227370632543,43.5560677063103
DECID,18,MISS,HAWTHORN SPP,-79.6355960382785,43.5560729428425
DECID,14,MISS,SCHUBERT CHOKE CHERRY,-79.6407763073286,43.5560776138983
DECID,60,MISS,NORWAY MAPLE,-79.6581302603854,43.556077711706
DECID,10,MISS,HAWTHORN SPP,-79.6355870551257,43.5560794529363
DECID,15,MISS,HAWTHORN SPP,-79.63556908882,43.5560794529363
DECID,29,MISS,ENGLISH OAK,-79.6376282057507,43.5560854283157
DECID,18,MISS,NORWAY MAPLE,-79.6298198710016,43.5560859630293
DECID,10,MISS,IVORY SILK JAPANESE LILAC,-79.6745303240738,43.5560872578767
CONFIR,14,MISS,COLORADO BLUE SPRUCE,-79.6235113896361,43.5560933304931
DECID,9,MISS,WEEPING MULBERRY,-79.6618425175023,43.5560937660436
DECID,21,MISS,NORWAY SCHWENDLER MAPLE,-79.6392254928681,43.5560942792101
CONFIR,19,MISS,COLORADO GREEN SPRUCE,-79.6219301981586,43.55609543895
DECID,30,MISS,NORWAY MAPLE,-79.6748524161946,43.5560989832133
CONFIR,35,MISS,AUSTRIAN PINE,-79.6763357732842,43.5561001644955
DECID,20,MISS,NORWAY MAPLE,-79.6334422923479,43.5561012832212
DECID,11,MISS,NORWAY SCHWENDLER MAPLE,-79.6336399857739,43.5561024758971
DECID,21,MISS,NORWAY MAPLE,-79.6777194989744,43.5561033930083
CONFIR,14,MISS,COLORADO BLUE SPRUCE,-79.6234898587814,43.556103696034
DECID,26,MISS,NORWAY SCHWENDLER MAPLE,-79.6394479641819,43.5561057513227
DECID,19,MISS,FLOWERING CRAB APPLE,-79.6331883624866,43.5561068011435
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6539118662575,43.5561068110403
MULTI,8,MISS,JAPANESE MAPLE,-79.658019389219,43.5561084647045
DECID,11,MISS,HONEY LOCUST,-79.63788467209,43.556110184457
DECID,36,MISS,WHITE BIRCH,-79.6579829712321,43.5561148802665
MULTI,6,MISS,SHRUB / HEDGE,-79.6543690270291,43.5561150747846
CONFIR,31,MISS,COLORADO BLUE SPRUCE,-79.6582474269477,43.5561203257309
DECID,37,MISS,HONEY LOCUST,-79.6310608664544,43.5561227616687
DECID,55,MISS,GREEN ASH,-79.6501511998439,43.5561241429326
DECID,49,MISS,LINDEN,-79.6503616592751,43.5561247370987
DECID,8,MISS,IVORY SILK JAPANESE LILAC,-79.6745294932599,43.5561251554467
DECID,6,MISS,BLOODGOOD LONDON PLANE,-79.6293632573427,43.5561268463976
CONFIR,23,MISS,WHITE SPRUCE,-79.6618748303788,43.5561273693703
DECID,30,MISS,LINDEN,-79.6766483988345,43.5561279150322
DECID,13,MISS,NORWAY SCHWENDLER MAPLE,-79.6487267736866,43.5561306342423
DECID,14,MISS,SILVER MAPLE,-79.6286520611323,43.5561315336609
MULTI,56,MISS,BLACK LOCUST,-79.6621461683498,43.5561351373959
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6539357143615,43.5561367152951
DECID,24,MISS,NORWAY MAPLE,-79.6235440538809,43.5561377537544
DECID,26,MISS,NORWAY MAPLE,-79.6485307467043,43.5561379512064
DECID,10,MISS,IVORY SILK JAPANESE LILAC,-79.6745799138719,43.5561406868556
DECID,5,MISS,STUMP,-79.6358185509744,43.5561478088782
DECID,85,MISS,WHITE OAK,-79.6298378373073,43.5561478088782
DECID,88,MISS,WHITE OAK,-79.6297390226261,43.5561478088782
DECID,5,MISS,ASH SPP.,-79.6358371447733,43.5561486164912
DECID,7,MISS,LONDON PLANE,-79.6377146291038,43.5561511075763
DECID,5,MISS,ASH SPP.,-79.635851664821,43.5561525714828
DECID,17,MISS,NORWAY MAPLE,-79.633772906069,43.5561539472145
DECID,9,MISS,NORWAY MAPLE,-79.6299276688357,43.5561543189638
DECID,10,MISS,IVORY SILK JAPANESE LILAC,-79.6745273660301,43.5561600666358
DECID,40,MISS,ASH SPP.,-79.6356382555642,43.5561619999519
DECID,5,MISS,ASH SPP.,-79.6358323537828,43.5561634160465
DECID,73,MISS,WHITE OAK,-79.629801904696,43.556164084091
DECID,5,MISS,ASH SPP.,-79.6358559479386,43.5561657685511
MULTI,5,MISS,SHRUB / HEDGE,-79.6583755337778,43.5561664895887
DECID,96,MISS,WHITE OAK,-79.6296402079448,43.5561673391331
DECID,38,MISS,HONEY LOCUST,-79.6309090336529,43.5561684848103
DECID,5,MISS,ASH SPP.,-79.6358356752565,43.5561698485804
DECID,23,MISS,NORWAY SCHWENDLER MAPLE,-79.6393414964177,43.5561714744243
DECID,10,MISS,JUNIPER,-79.6595073897259,43.5561717544448
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6539554754293,43.5561722439908
MULTI,7,MISS,COMMON YEW,-79.6583517408767,43.5561730534426
DECID,56,MISS,WHITE OAK,-79.6297030900147,43.5561738492166
DECID,14,MISS,FLOWERING CRAB APPLE,-79.655484081953,43.5561742962517
DECID,26,MISS,NORWAY MAPLE,-79.6236015151059,43.5561751822845
DECID,39,MISS,WHITE OAK,-79.6225204108513,43.5561759359596
DECID,5,MISS,ASH SPP.,-79.6358580660831,43.556176148519
DECID,35,MISS,STUMP,-79.6355202204686,43.5561768438548
DECID,13,MISS,SILVER MAPLE,-79.628670027438,43.5561771042581
DECID,9,MISS,IVORY SILK JAPANESE LILAC,-79.6745763817185,43.5561775626547
DECID,30,MISS,NORWAY MAPLE,-79.6748434330417,43.5561803592994
DECID,21,MISS,HAWTHORN SPP,-79.6352726447763,43.5561803592994
DECID,20,MISS,HONEY LOCUST,-79.6317414823698,43.5561808830584
DECID,7,MISS,SUGAR MAPLE,-79.6585742849308,43.5561814277872
CONFIR,37,MISS,COLORADO BLUE SPRUCE,-79.6578272226228,43.5561817528264
DECID,5,MISS,ASH SPP.,-79.635843639102,43.5561845302268
DECID,29,MISS,NORWAY MAPLE,-79.6300175003641,43.5561901244224
